text_a	label
没 有 家 族 史	B E B I E
孩 子 心 跳 加 速 ， 不 运 动 的 情 况 下 还 是 心 脏 还 是 跳 很 快	B E B E B E O O B E O B E O B E B E B E O O O
现 在 全 身 发 木 ， 乏 力 ， 烦 躁 ， 心 动 过 速 。	B E B E B E O B E O B E O B E B E O
早 先 9 月 2 8 日 突 然 心 跳 加 速 ， 呼 吸 短 促 ， 四 肢 冰 凉 发 麻 。	B E O O B E O B E B E B E O B E B E O B E B E B E O
今 年 四 月 份 下 肢 静 脉 血 栓 入 院 治 疗 ， 做 检 查 发 现 肺 栓 塞 ， 冠 心 病 ， 脑 部 轻 微 血 栓 和 糖 尿 病 、 ， 想 问 医 生 肺 栓 塞 采 取 何 种 方 法 治 疗 比 较 好	B E B I E B E B E B E B E B E O O B E B E B I E O B I E O B E B E B E O B I I E O O O B E B I E B E B E B E B E B E O
肠 胃 消 化 功 能 不 好 ， 经 常 没 胃 口 ， 吃 饭 不 消 化 ， 稍 微 吃 一 点 就 胀 得 难 受 ， 然 后 排 便 困 难 ， 经 常 便 秘	B E B E B E B E O B E O B E O B E O B E O B E O B E O O O B E O B E B E B E O B E B E
腹 泻 3 0 年 ， 5 年 前 查 出 有 肠 息 肉 ， 2 0 1 6 年 在 北 京 朝 阳 医 院 做 肠 镜 手 术 摘 除	B E B E O O O O O B E O O B E O B I I E O O B E B E B E O B E B E B E
两 周 前 测 血 压 2 1 2 / 9 8 ， 后 加 药 施 慧 达 ， 测 血 压 1 8 9 / 8 9 后 加 晚 九 点 施 慧 达 1 片 ， 1 8 2 / 7 9 血 压 ，	B E O O B E B I I I I E O O O O B I E O O B E B I I I I E O O O B E B I E O O O B I I I I E B E O
小 时 候 注 射 过 苯 甲 醇	B I E B E O B I E
神 经 哀 弱 , 大 脑 急 性 疲 劳 , 脑 功 率 普 遍 降 低	B E B E O B E B E B E O O B E B E B E
专 家 您 好 ！	B E B E O
咨 询 个 问 题 ， 家 里 下 肢 血 栓 肺 栓 塞 病 人 出 院 后 要 继 续 服 用 抗 凝 药 医 院 开 的 是 利 伐 沙 班 每 天 两 片 要 我 们 服 用 半 年 但 这 个 药 太 贵 了 ，	B E O B E O B E B E B E B I E B E B E O O B E B E B I E B E O O O B I I E B E B E O B E B E B E O B E O B E O O
我 们 承 受 不 起 服 用 华 法 林 血 液 指 标 又 不 达 标 问 下 可 不 可 以 服 用 相 对 性 价 比 较 高 的 泰 毕 全 ？	B E B E B E B E B I E B E B E O O B E O O O O B E B E B E B I E B E O B I E O
诊 断 为 肺 栓 塞 说 是 毛 细 血 管 栓 说 是 用 不 着 溶 栓 先 抗 凝 大 概 一 年 前 有 过 肺 栓 塞 那 次 做 了 溶 栓 手 术	B E O B I E O O B I I E O O O O O O B E O B E B E B E O B E B I E B E O O B E B E
双 下 肢 轻 微 浮 肿 ， 不 定 期 心 疼 ， 恶 心 。	O B E B E B E O O B E B E O B E O
乏 力 。	B E O
有 时 候 肚 脐 左 边 ， 左 腹 隐 痛 ， 每 天 早 上 七 点 肚 子 痛 大 便 ， 大 便 成 型 没 有 出 血 ， 大 便 有 时 候 每 天 一 次 ， 有 时 候 每 天 两 次 ，	B I E B E B E O B E B E O B E B E B E B E O B E O B E B E B E B E O B E B I E B E B E O B I E B E B E O
做 过 肾 部 B 超 ， 子 宫 b 超 ， 肠 胃 阑 尾 B 超 都 没 有 问 题 ， 没 有 做 肠 镜 ， 胃 口 还 好 大 便 也 没 什 么 问 题 ， 以 前 有 便 秘 ， 请 问 我 需 要 去 做 肠 镜 吗 ？	O O B E O O O B E O O O B E B E O O O B E B E O B E O B E O B E B E B E O O B E B E O B E O B E O B E O B E O O B E O O
会 不 会 是 心 理 问 题 ？	B I E O B E B E O
吃 过 益 生 菌 ，	O O B I E O
黄 连 片 ， 都 没 用 ， 腹 部 有 时 候 隐 痛 ， 身 体 总 发 热 不 发 烧	B E O O O B E O B E B I E B E O B E O B E O B E
我 是 高 血 压 引 起 脑 梗 塞 以 前 左 侧 肢 体 感 觉 障 碍 今 年 左 侧 肢 体 木 沉 硬 了 父 亲 爷 爷 都 得 过 脑 梗 塞	O O B I E B E B I E B E B E B E B E B E B E B E B E O O O O B E B E O O O B I E
最 近 乏 力 ， 耳 鸣 ， 没 食 欲 ， 胸 背 部 及 右 胸 膜 粘 连 处 疼 痛 ， 睡 眠 差	B E B E O B E O O B E O O O O O O B E B E O B E O B E O
痛 起 来 火 辣 辣 的 ， 无 力 。	O B E B I E O O B E O
吃 不 下 饭 ， 全 身 都 不 舒 服 ， 有 时 提 一 下 气 会 好 点 ， 但 有 点 像 似 冷 ， 的 感 觉 。	O B E O O B E O O B E O B E O B E O O B E O O B E O B E O O B E O
吃 了 过 多 月 中 药 治 胃 的 ，	O O B E O B E O O O O
但 没 效 果 ， 又 吃 胆 囊 的 药 ， 也 吃 肠 炎 的 药 也 没 用 ， 去 四 医 院 做 了 肝 ， 胆 ， 脾 ， 肾 也 没 什 么 ， 还 化 了 血 ， 可 就 是 不 见 好 ，	O O B E O O O B E O O O O O B E O O O B E O O O B E O B E O O O O O O O O B E O O O O O O O B E B E O O
胀 痛 胀 痛 的	B E B E O
好 好 的 突 然 一 天 疼 起 来 的 ， 之 前 还 好 一 点 ， 现 在 疼 的 较 厉 害	B E O B E B E O B E O O B E O O B E O B E O O O B E
哮 喘 4 0 多 年 ， 现 在 心 肺 衰 竭 ， 心 脏 衰 竭 4 级 ， 每 天 靠 家 用 呼 吸 机 和 制 氧 机 ， 不 能 行 动 ， 排 尿 困 难 ， 靠 服 用 利 尿 药 ，	B E B E O O O B E O O B E O B E B E O O O B E O B E B I E O B I E O B E B E O B E B E O O B E B I E O
浮 肿 ， 恶 心 ， 厌 食 等 症 状 。	B E O B E O B E O B E O
胃 疼 胀 ， 腹 胀 ， 有 6 : 7 个 月 了 。	O O O O B E O O B I E O O O O
没 有 家 族 史	B E B I E
9 月 3 0 日 突 然 喉 咙 灼 烧 ， 1 0 月 1 号 开 始 服 药 ， 6 号 就 用 的 重 庆 医 生 大 学 一 院 这 3 种 药 ， 中 西 医 都 用 过 ， 服 西 药 第 一 周 有 点 好 转 ，	O O B E O B E B E B E O B E O O O B E B E O O O O O O B E B E B E O O O O O O O O O O O O O O O B E B I E B E B E O
接 着 服 就 又 反 复 了 。	B E O O O B E O O
今 天 降 温 喉 咙 灼 烧 更 严 重	B E B E B E B E O B E
一 天 下 来 屁 一 直 放 ， . . . . . . . . . . .	B E O O O B E O O B I I I I I I I I I E
现 在 有 点 感 冒 ， 想 问 下 医 生 我 在 吃 着 的 这 些 药 能 不 能 跟 感 冒 药 一 起 吃 ， 比 如 小 柴 胡 颗 粒 跟 9 9 9 感 冒 灵 颗 粒	B E B E B E O O O O B E O O B E O B E O O B E O B E O B E O O B E B I E B E O B I E B I E B E
十 几 年 前 有 过 小 产 后 吹 风 ， 之 后 就 觉 得 双 腿 寒 凉 。	B I E O B E B E O B E O B E O B E B E B E O
一 直 以 为 是 风 湿 ， 但 是 检 查 没 有 看 到 风 湿 现 象 。	B E B E O B E O B E B E B E B E B E B E O
前 两 年 吃 中 药 好 了 一 些 ，	O B E O B E O O B E O
最 近 前 两 天 开 始 刮 痧 。	B E O B E B E B E O
治 疗 ， 出 现 这 种 。	B E O B E B E O
现 象 。	B E O
问 一 下 是 不 是 很 严 重 ， 需 要 其 他 治 疗 不 。	O B E B I E O B E O B E B E B E O O
就 是 颈 椎 第 二 和 第 三 关 关 节 中 间 ， 以 及 第 四 和 第 五 关 节 中 间 有 点 突 出 。	B E B E B E O B E O B E B E O B E B E O B E B E B E B E B E O
持 续 性 房 颤 十 年 以 上 今 年 感 觉 体 力 下 降 明 显 心 脏 无 力 感 发 作 时 胸 闷 胸 口 堵 是 否 还 能 进 行 射 频 消 融 术 治 疗	B I E B E B E B E B E B E B E B E B E B E B E O B E O B E B E O B E B E B E B E B I E B E
医 生 您 好 我 宝 宝 上 周 二 高 烧 惊 厥 了 一 次 当 时 心 肌 酶 特 别 高 4 0 0 0 多 心 电 图 心 脏 彩 超 检 查 都 没 事 输 了 三 天 液 一 直 口 服 药 五 天 后 心 肌 酶 降 下 来 了 1 5 6 还 是 高 请 问 现 在 吃 药 保 心 肌 不 会 转 心 肌 炎 吧 ？	B E B E O B E O B E B E B E O B E B E B I E B E O B I I E O B I E B E B E B E O O O B E B E O B E B E O B E O B I E O B E O B I E B E O B E B E O O O B E B E O B I E O O
做 c 1 4 检 查 ， D M P 值 是 1 1 2 ， 之 前 有 过 一 次 胃 疼 ， 去 医 院 给 开 了 点 止 疼 药	O B I E B E O B I E O O B I E O B E O O B E B E O O B E O O O O B E O
曾 在 8 月 2 2 日 咳 嗽 咯 血 俩 次 ， 血 鲜 红 。	O O O O B E O B E B E B E O O B E O
在 咯 血 前 曾 服 用 阿 司 匹 林 1 0 多 天 ， 咯 血 前 俩 天 有 严 重 的 呛 饭 经 历 ， 吃 辣 椒 呛 的 ，	O B E O O B E B I I E B E B E O B E O B E O B E O B E B E O O B E O O O
当 时 耳 朵 都 辣 疼 。	B E B E O O O O
多 年 胸 闷 ， 有 乏 力 ， 肩 膀 疼 症 状 。	B E B E O O B E O B E O B E O
后 在 当 地 住 院 消 炎 止 血 再 未 咯 血 ， p p d 阳 性 ， 痰 涂 片 阴 性 。	O O B E B E B E B E O O B E O B I E B E O O B E B E O
在 北 京 门 诊 做 各 项 检 查 军 正 常 ，	O B E B E O B E B E O B E O
临 床 高 度 怀 疑 肿 瘤 。	B E B E B E B E O
俩 次 穿 刺 均 未 检 查 出 肿 瘤 细 胞 ， 肿 瘤 标 准 物 正 常 。	B E B E O O B E O B E B E O B E B I E B E O
最 后 一 次 穿 刺 是 柳 晨 主 任 做 的 。	B E B E B E O B E B E O O O
现 在 偶 尔 咳 嗽 ，	B E B E B E O
胸 闷 ， 不 容 易 吐 痰 ， 白 沫 痰 。	B E O O B E B E O B E O O
结 果 显 示 玻 璃 样 变 的 纤 维 组 织 及 坏 死 组 织 钙 化 ， 不 除 外 结 核 ， 未 发 现 明 确 肿 瘤 细 胞 。	B E B E B I E O O B E B E O B E B E B E O O B E B E O O B E B E B E B E O
在 结 核 病 医 院 化 验 结 核 杆 菌 阳 性 ，	O B E O B E B E B E B E B E O
T B _ D N A 阳 性	B I I I I E B E
医 生 ， 您 好 ！	B E O B E O
为 什 么 做 了 腰 部 针 灸 ， 会 引 起 小 腿 痛 啊 ？	B I E O O B E B E O O B E B E B E O
是 不 是 要 停 止 针 灸 啊 ？	O B E O B E B E O O
宝 宝 是 在 想 做 引 睾 手 术 时 发 现 的 心 脏 问 题 ， 我 想 咨 询 这 种 心 脏 问 题 有 没 有 办 法 治 疗 ， 或 能 不 能 做 引 睾 手 术	B E O O O O B E B E O B E O B E B E O O O B E B E B E B E O B E B E B E O O O B E O B E B E
植 物 神 经 功 能 紊 乱 怎 样 治 疗 ， 每 天 都 备 受 煎 熬	B E B E B E B E B E B E O B E O B E B E
疾 病 ： 胃 部 不 适 ， 饭 后 痛 ， 偶 尔 饭 前 痛 。	B I I I E B E O B E O O B E B E O O
最 近 疲 惫 过 敏 史 ： 无 （ 2 0 1 7 - 0 8 - 2 8 填 写 ） 病 情 描 述 ： 男 2 6 岁 2 0 1 6 年 1 1 月 是 浅 表 性 慢 性 胃 炎 ，	B E B E B I I I I I I I I I I I I I I E B I E B E B I I E B E O B I I E O B E O O B I E B E B E O
h p 一 个 ＋ 。	B E B E O O
后 面 正 规 治 疗 好 了 ， 最 近 又 开 始 饭 前 痛 。	B E B E B E O O O B E O B E B E O O
饭 后 也 会 偶 尔 不 适 痛 ， 是 不 是 胃 炎 发 作 。	B E O O B E B E O O O B E B E B E O
还 是 得 了 更 严 重 的 胃 溃 疡 了 呢 ？	B E O O O B E O O B E O O O
想 获 得 的 帮 助 ： 胃 部 不 适 ，	O B E O B I I I E B E O
饭 前 痛 ， 一 年 过 去 了 。	B E O O B E B E O O
额 ， 有 没 有 必 要 胃 镜 既 往 病 史 ： 无 （ 2 0 1 7 - 0 8 - 2 8 填 写 ）	O O O B E B E B E B E B I I I I I I I I I I I I I E B I E
最 近 用 了 很 多 消 炎 ， 之 前 牙 齿 发 炎 输 液 四 天 ， 现 在 停 了 输 液 ， 吃 了 一 粒 头 孢 ， 这 两 天 开 始 恶 心 想 吐 胃 胀	B E O O B E B E O B E B E B E B E B E O B E O O B E O O O B E B E O O B E B E B E O O B E
目 前 有 恶 寒 ， 盗 汗 咳 嗽 的 现 象 出 现 ， 是 复 发 了 吗 。	B E O B E O B E B E O B E B E O O B E O O O
吃 药 6 个 月 。	B E O B E O
p p d 阴 ， 痰 阳 确 诊 结 核 的 。	B I E O O O O B E B E O O
吃 多 就 难 受 ， 睡 不 着 觉 ， 前 胸 后 背 疼 ， 偏 头 疼 ， 老 打 嗝 还 烧 心	O O O B E O O O O O O B E B E O O O B E O O B E B E O
此 种 情 况 采 取 什 么 治 疗 方 案 最 好	B E B E B E B E B E B E B E
耳 鸣 ， 椎 基 底 动 脉 速 度 没 有 改 变 ， 动 脉 血 流 速 度 方 向 没 有 异 常 ， 颈 椎 5 . 6 骨 刺 增 生 ， 6 肥 大	B E O B I I I E B E B E B E O B E B E B E B E B E B E O B E B I E B E B E O O B E
中 医 说 胃 寒 ， 自 己 也 感 觉 天 冷 了 更 不 舒 服 ， 吃 饭 感 觉 胃 和 喉 咙 不 舒 服 有 一 月 了 ， 最 近 感 觉 胸 口 有 点 。	B E O B E O B E O B E B E O O O B E O B E B E O O B E O B E O B E O O B E B E B E B E O
疼 ， 时 好 时 坏 的 。	O O B E B E O O
腿 部 目 前 已 消 肿 ， 肺 部 有 多 处 血 管 堵 塞 ， 怎 办	B E B E O B E O B E O B E B E B E O B E
麻 烦 大 夫 给 看 看 还 有 什 么 办 法 ？	B E B E O B E B E B E B E O
吃 上 后 一 会 就 开 始 高 烧	O O O B E O B E B E
大 夫 你 好 我 来 自 黄 石 患 者 2 0 1 2 年 1 0 月 分 在 广 州 军 区 武 汉 总 医 院 检 查 有 艾 森 曼 格 综 合 症 肺 脉 动 高 压 失 去 手 术 治 疗 机 会	B E B E O B E B E B E B I I E O B E O O O B E B E B E O B E B E O B I I E B I E B I I I E B I I I I I I E
麻 烦 医 生 了	B I I I E
2 0 1 4 年 患 结 核 病 ， 疗 程 用 药 康 复 ， 近 期 右 肺 部 有 不 适 ， 时 有 闷 胀 感 ， 偶 有 闷 痛 感 ， 深 呼 吸 偶 有 摩 擦 痛 感 ， 无 咳 嗽 ，	B I I E B I I I E O B I I I I E O B I I I I I I E O B I I I E O B I I I E O B I I I I I I I E O B I E O
偶 有 痰 ， 已 复 查 c T ， 左 边 是 1 6 年 1 1 月 旧 片 ， 右 边 1 7 年 1 0 月 新 片	B I E O B I E B E O B I E B E O B E B I E O B E B E O B E B I E
右 前 胸 上 面 鼓 起 ， 无 任 何 症 状 ， 手 臂 抬 起 受 限	B I I I I I E O B I I I E O B I I I I E
胃 烧 心 ， 嗓 子 灼 热 感 。	B I E O B I I I E O
检 查 幽 门 螺 杆 菌 阳 性	B I I I I I I I E
肠 胃 消 化 功 能 不 好 ， 经 常 没 胃 口 ， 吃 不 下 饭 ， 经 常 便 秘 ， 上 厕 所 比 较 困 难 。	B I I I I E B E O B I I I E O B I I E O B I I E O B I I I I I E O
针 灸 后 ， 脸 变 型 ， 变 成 不 对 称 。	B I E O B I E O B I I I E O
不 知 为 什 么 头 也 弯 了 ， 肩 膀 高 低 不 平 。	B I I I I I I I E O B I I I I E O
现 在 想 咨 询 能 否 再 次 通 过 针 灸 能 把 脸 型 弄 回 来 。	B I E B I I I I I I I I I I I I I I I E O
原 来 地 方 不 敢 去 了	B I I I I I E O
心 肌 酶 高 ， 经 常 头 晕	B I E O O B I I E
消 化 功 能 差 ， 身 体 瘦 ， 面 黄 ， 胃 胀 腹 胀 ， 尤 其 是 饭 后 腹 胀 很 厉 害 ， 基 本 不 能 坐 。	B E B E O O B E O O B E O B E B E O B E O B E B E O B E O B E B E O O
不 能 吃 凉 的 ， 冬 天 手 脚 易 。	O O O O O O B E B E O O
冰 凉 ， 容 易 乏 力 。	B E O B E B E O
胃 酸 过 多 ， 胃 胀 不 消 化 ， 呕 吐 消 瘦	B I E O O B E O B E O B E B E
这 有 好 多 年 了 ， 不 知 道 是 咽 喉 炎 还 是 食 管 还 是 胃 病 ， 2 0 1 5 年 做 过 胃 镜 说 是 浅 表 性 胃 炎 胆 汁 反 流 伴 黎 烂 ， 有 幽 门 螺 旋 杠 菌 ，	O O B I E O O B I E O B I E B E B E B E B E O B I I E O O O B E O O B I E B E B E B E O B E O O B I I I I E O
吃 过 药 没 有 一 点 作 用 。	O O O B E B E B E O
不 知 道 是 什 么 病 ！	B I E O B E O O
明 显 症 状 运 动 后 喘 。	B E B E B E O O O
粗 气 感 觉 粘 液 一 直 附 着 食 管 壁 上 ， 难 吞 下 去 干 呕 也 呕 不 出 来 吞 的 时 候 感 觉 就 在 胸 的 中 间 粘 着 不 下 去	B E B E B E B E B E B E O O O O O O O B E O O O B E O O B E B E O O O O B E B E O B E
过 敏 性 鼻 炎 ， 鼻 子 不 通 气 ， 有 些 喘	B I E B E O B E O B E O B E O
其 它 没 有 什 么 ， 就 是 想 把 脖 子 后 面 的 厚 肉 割 掉 ， 不 知 道 能 不 能 通 过 整 形 手 术 割 掉 ？	O O B E B E O B E O O B E B E O B E B E O O B E O B E B E B E B E B E O
从 小 学 开 始 发 胖 ， 我 想 试 试 针 灸 是 否 有 效 ， 了 解 一 下	O B E B E O O O O O B E B E B E B E O B E B E
红 细 胞 5 . 2 ， 血 小 板 比 积 0 . 3 7 ， 血 小 板 计 数 3 4 6 ， 请 医 生 看 一 下 ， 我 这 个 体 检 报 告 ， 是 不 是 血 液 有 问 题 。	B I E B I E O B I E B E B I I E O B I E B E B I E O O B E O B E O O B E B E B E O O B E B E O B E O
我 这 个 是 在 月 经 期 检 查 的 。	O B E O O B I E B E O O
半 年 前 因 剖 腹 产 导 致 下 肢 血 栓 后 肺 栓 塞 ，	B E O O B I E B E B E B E O B I E O
现 在 每 天 吃 进 口 的 华 法 林 5 . 7 5 毫 克 。	B E B E O B E O B I E B I I E B E O
最 近 经 常 肌 肉 酸 疼 ， 有 时 腿 和 胳 膊 肌 肉 跳 动 ， 坐 着 有 时 感 觉 头 晕 ， 有 时 从 坐 到 站 也 感 觉 头 晕 ，	B E B E B E B E O B E O O B E B E B E O O O O B E O B E O B E O O O O O B E B E O
两 周 前 经 常 感 觉 胸 闷 ， 一 紧 张 心 跳 就 快 ， 有 时 走 路 时 心 跳 1 0 0 下 左 右 。	B E O B E B E B E O O B E B E O O O B E O O O B E B I E O B E O
但 是 最 近 半 年 做 了 3 次 心 脏 超 声 都 没 有 问 题 。	B E B E B E O O O O B E B E O O O B E O
我 总 怀 疑 自 己 得 了 免 疫 疾 病 ，	O O B E B I E O B E B E O
请 医 生 帮 忙 分 析 一 下 。	O B E B E B E B E O
谢 谢 ！	B E O
做 了 三 个 月 针 灸 了 ， 现 在 基 本 好 了 ， 就 是 左 边 眉 头 不 会 抬 和 左 边 眼 睛 不 能 单 独 闭 。	O O B I E B E O O B E B E O O O B E B E B E B E O O B E B E O O B I E O
平 时 有 慢 性 咽 炎 ， 没 诱 因 ， 发 作 有 时 在 半 夜 , 有 时 在 早 上 , 有 时 在 凌 晨 , 胸 胀 , 胃 烧 心 , 吐 泡 沫 , 褐 色 粘 液 , 喘 不 过 气 来 。	B E O B E B E O O B E O B E B E O B E O B E O B E O B E O B E O B E O O B E O O B E O B E B E O O O O O O O
缓 解 后 ,	B E O O
粘 液 就 清 稀 了	B E O B E O
不 定 期 的 有 黑 便 出 现 ， 体 检 各 项 指 标 都 正 常 ， 血 管 照 影 一 切 正 常 ， 胃 镜 也 做 过 了 ， 就 是 查 不 出 出 血 点 在 哪 里 。	O B E O O B E B E O B E B E B E O B E O B E B E B E B E O B E O B E O O B E O B E B I E O B E O
胃 胀 现 象 已 有 三 个 月 ， 并 伴 有 大 便 不 成 形 ， 一 周 前 发 生 过 一 次 腹 痛 ， 一 天 内 自 行 好 转 ， 之 后 大 便 变 得 稀 软 ， 颜 色 发 青 发 灰 。	B E B E B E B I E O O O O B E O B E O B E O B E O B E B E O B E O B E B E O B E B E O O B E O B E O O O O O
母 亲 胸 也 不 大 ， 但 是 感 觉 应 该 不 是 遗 传 一 因 素 ， 以 前 打 过 苯 甲 醇 ， 导 致 臀 部 肌 肉 萎 缩	B E O O O O O B E B E B E B E B E O B E O B E B E B I E O B E B E B E B E
没 感 觉 有 啥 症 状 体 检 说 肺 结 核 吃 了 1 3 个 月 的 药 想 中 药 调 理	O B E O O B E B E O O B E O O B E O O O O O B E B E
脸 色 差 ， 跑 一 会 步 就 喘	B E O O O B E O O O
没 有 什 么 补 充	B E B E B E
医 生 您 好 ， 我 是 喉 咙 有 紧 迫 感 ， 哽 噎 感 ， 好 像 用 手 掐 住 喉 咙 一 样 ， 不 疼 ， 吃 饭 和 睡 着 了 没 有 感 觉 ， 躺 下 比 站 着 和 坐 着 舒 服 一 点 ，	B E B E O O O B E O B E O O B E O O B E O O B E B E B E O B E O B E O O O O B E B E O O O O O O O O O B E B E O
已 经 八 个 月 了 ， 去 了 好 几 家 三 甲 耳 鼻 喉 科 ， 喉 镜 检 查 慢 性 咽 炎 ， 吃 了 很 多 中 药 中 成 药 没 什 么 效 果 ， 很 是 苦 恼 。	B E B I E O O O O O O O B E B I I E O B E B E B E B E O O O B E B E B I E O B E B E O O O B E O
需 要 检 查 胃 镜 吗 ？	B E B E B E O O
担 心 胃 食 管 反 流 。	B E O B E B E O
病 ，	O O
但 是 又 没 有 明 显 的 烧 心 ， 反 酸 的 感 觉 。	B E O B E B E O B E O B E O B E O
医 生 我 该 怎 么 办 ？	B E O O B E O O
每 天 都 大 便 次 数 增 加 好 几 年 了 想 问 问 是 什 么 病	B E O B E B E B E O B E O O B E O B E O
男 , 4 9 岁 。	O O B E O O
我 患 季 节 性 过 敏 性 鼻 炎 十 多 年 了 ， 每 年 一 到 7 月 至 9 月 鼻 塞 流 清 鼻 涕 ， 严 重 时 引 起 哮 喘 ， 难 以 呼 吸 ， 看 了 无 数 医 生 也 未 缓 解 ，	O O B I E B I E B E B I E O O B E O O O O O O O B E O O B E O B E O B E B E O O O B E O O O B E B E O O B E O
感 觉 一 年 比 一 年 严 重 ， 去 年 同 仁 医 院 检 查 是 蒿 草 和 猫 。	B E B E O B E B E O B E B E B E B E O B E O O O
过 敏 ， 所 开 药 也 不 大 见 效 ， 药 方 如 下	B E O O O O O B E B E O B E B E
没 有 家 族 史	B E B I E
我 是 6 月 份 做 的 开 胸 室 缺 修 补 术 ， 有 肺 动 脉 高 压 ， 术 后 四 个 月 后 检 查 了 彩 超 ， 肺 高 压 降 到 了 2 8 ， 但 是 彩 超 上 面 写 的 三 尖 瓣 下 细 束 反 流 是 什 么 意 思 ？	O O O B E O O B E B E B I E O O O B E B E O B E B I E O B E O B E O O B I E O O B E O B E B E B E O O B I E O B E B E O B E B E O
基 本 上 每 月 胃 都 要 疼 一 次	B E O B E O O O O B E
大 半 年 每 天 早 上 肚 子 痛 ， 拉 肚 子 一 次 就 好	B I E B E B E B E O O O B E B E O O
左 腹 部 不 适 ， 平 时 早 上 起 来 和 早 饭 后 都 有 便 意 ！	O B E B E O B E B E B E O B E O O O B E O
今 天 中 午 、 下 午 大 便 两 次 ， 大 便 发 黑 ！	B E B I I I E B E B E O B E B E O
满 腹 每 天 疼 痛 ， 四 肢 乏 力 。	B E B E B E O B E B E O
偶 尔 服 用 西 酞 普 兰 。	B E B E B I I E O
我 做 装 修 的 吃 饭 不 规 律 、 我 父 亲 患 有 萎 缩 性 胃 炎 请 医 生 给 矛 治 疗	O O B E O B E O B I I E B E B E B I E B E O B E B E B E
女 , 6 1 岁 。	O O B E O O
之 前 出 院 的 时 候 说 是 I N R 值 要 在 2 到 3 之 间 ， 然 后 昨 天 去 做 了 验 血 ， I N R 值 是 1 . 1 9 ， 但 是 参 考 范 围 是 0 . 7 8 到 1 . 1 ，	B E B E O B E O O B I E O O O O O O B E O B E B E O O O B E O B I E O O B I I E O B E B E B E O B I I E O B I E O
这 是 为 什 么 呢 ？	B E B I E O O
然 后 今 天 已 经 给 您 打 过 电 话 了 ， 您 建 议 是 增 加 1 / 4 片 华 法 林 ， 白 片 的 ， 是 这 样 吗 ？	B E B E B E O O O O B E O O O B E O B E B I E O B I E O B E O O O B E O O
为 什 么 参 考 范 围 是 0 . 7 8 到 1 . 1 呢 ？	B I E B E B E O B I I E O B I E O O
多 谢 啦 ~	B E B E
我 吃 饭 速 度 比 较 快 但 原 来 没 有 什 么 异 常 这 一 年 多 开 始 有 不 舒 服 的 感 觉 有 事 夜 里 躺 在 床 上 嘴 里 大 口 大 口 的 分 泌 唾 液	O B E B E B E O O B E B E B E B E O B E O B E O O B E O B E O O B E O O B E B E B E B E O B E B E
吃 东 西 胃 口 很 好 ， 看 到 什 么 都 想 吃 ， 但 是 消 化 很 不 好 ， 肚 子 整 天 都 鼓 鼓 的 ， 也 从 不 放 屁 ， 也 没 有 便 感 ！	O B E B E B E O B E B E O O O O B E B E O B E O B E B E O B E O O O O O B E O O B E B E O
即 使 只 吃 三 餐 也 是 不 感 觉 饿 的 ，	B E B E B E B E O B E O O O
同 样 跟 人 家 一 起 吃 ， 吃 的 比 人 家 少 ， 但 是 饿 的 比 人 家 慢 ， 很 少 听 到 肚 子 在 蠕 动 ！	B E O B E B E O O O O O B E O O B E O O O B E O O B E O O B E O B E O
我 大 爷 是 胃 癌 不 幸 走 的 ， 我 口 臭 好 几 年 了 ， 每 天 早 晚 刷 也 是 囗 臭 ， 还 经 常 齿 唇 。	O B E O B E B E O O O O B E O B E O O B E O O O B E B E O O B E B E O
谢 谢 。	B E O
女 , 3 岁 1 1 个 月 。	O O O O B E B E O
女 , 3 岁 1 0 个 月 。	O O O O O O B E O
2 0 1 6 年 5 月 1 8 号 电 三 轮 砸 了 一 下 ， 没 有 手 术 。	B I I E O O O B E O B I E O O B E O B E B E O
检 查 说 神 经 线 没 断 。	B E O B E O B E O
监 护 室 里 呆 了 七 天 ，	B I E O O O B E O
出 来 后 肢 体 不 会 走 ， 面 瘫 （ 动 态 时 嘴 歪 眼 斜 ， 眉 不 能 动 ， 脖 子 右 侧 歪 ， 眼 睛 用 力 闭 可 以 闭 住 ， 右 耳 听 力 鞭 炮 声 可 听 到 ） ，	B E O B E B E O O B I I I E O O O O O O O B E O O B E O O O O B E B E O B E B E O B E B E B I E O B I E O
肢 体 康 复 了 两 个 月 ， 没 事 了 。	B E B E O B I E O O O O O
面 瘫 5 个 月 的 时 候 变 得 特 别 明 显 ， 眼 睛 也 变 小 了 ， 眼 睫 毛 开 始 扎 眼 了 ， 面 瘫 到 现 在 已 经 1 0 个 月 了 ，	B E O B E O B E B E B E B E O B E O O O O O B I E B E B E O O B E O O O B E B E O O O O
连 连 续 续 扎 针 灸 有 5 个 月 了 还 未 见 好 ， 如 果 现 在 不 扎 针 灸 了 ， 以 后 会 更 加 恶 化 吗 ？	B E B E O B E O O O O O O B E O O B E B E O O B E O O B E O B E B E O O
《 一 侧 大 一 侧 小 ， 肌 肉 萎 缩 那 样 》 前 三 张 照 片 是 当 时 摔 的 核 磁 报 告 。	O B E O B E O O B E B E B E O O B E B E O B E O O B E B E O
后 几 张 是 近 期 复 查 报 告 。	O B E O B E B E B E O
现 在 治 疗 面 瘫 方 法 还 有 哪 些 ？	B E B E B E B E O O B E O
怎 样 保 持 面 瘫 不 再 恶 化 ？	B E B E B E B E B E O
《 肌 肉 萎 缩 》	O B E B E O
